,Company name Latin alphabet,"NACE Rev. 2, core code (4 digits)",Last avail. year,"Operating revenue (Turnover)
th USD Last avail. yr","Number of employees
Last avail. yr","Operating revenue (Turnover)
m EUR Last avail. yr","Operating revenue (Turnover)
m USD Last avail. yr","Operating revenue (Turnover)
m EUR Year - 1","Operating revenue (Turnover)
m EUR Year - 2","Number of employees
Last avail. yr","Number of employees
Year - 1","Number of employees
Year - 2","EBITDA
th EUR Last avail. yr","EBITDA
th EUR Year - 1","EBITDA
th EUR Year - 2","EBITDA
th USD Year - 2","Operating profit (loss) [EBIT]
th EUR Last avail. yr","Operating profit (loss) [EBIT]
th EUR Year - 1","Operating profit (loss) [EBIT]
th EUR Year - 2",Entity type,"Geographic segment - Sales
m EUR","Geographic segment - Sales
m USD","Export revenue
th EUR Last avail. yr","Export revenue
th USD Last avail. yr","Export revenue
th EUR Year - 1","Export revenue
th USD Year - 1","Export revenue
th EUR Year - 2","Export revenue
th USD Year - 2","Export revenue / Operating revenue
Last avail. yr","Export revenue / Operating revenue
Year - 1","Export revenue / Operating revenue
Year - 2"
366.,VARGA-SZARNYAS BAROMFIFELDOLGOZO KORLATOLT FELELOSSEGU TARSASAG,1012,2024,"29,939",125,29,30,35,31,125,123,136,"1,901","1,423","2,552","2,722",978,434,"1,673",Controlled subs.,n.a.,n.a.,"8,069","8,383","9,796","10,825","9,372","9,996",28.00,27.63,29.90
367.,SAGROD SRL,1011,2024,"29,577",215,28,30,26,21,215,203,179,"1,272",782,700,746,"1,017",461,453,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
368.,MATANZA,1011,2024,"29,151",22,28,29,n.a.,n.a.,22,21,22,340,386,72,77,15,190,-10,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
369.,AGIL SRL,1011,2024,"29,116",386,28,29,24,23,386,371,362,"2,460","2,741","3,075","3,280","1,604","1,921","2,292",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
370.,LAVAMEAT,1011,2024,"28,997",32,28,29,24,19,32,27,28,"3,446","1,859",686,732,"3,095","1,544",356,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
371.,AURORA COM SRL,1011,2024,"28,922",317,28,29,25,21,317,306,307,"2,655","2,388","2,392","2,552","1,903","1,694","1,790",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
372.,"NUTRIAVES - ABATE E TRANSFORMACAO DE AVES, LDA",1012,2024,"28,861",74,28,29,26,24,74,69,65,-140,861,"1,086","1,158",-726,259,651,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
373.,KUDELIC D.O.O.,1011,2024,"28,833",143,28,29,24,19,143,142,139,"3,125","2,460","1,504","1,604","2,222","1,770",525,Controlled subs.,n.a.,n.a.,"1,743","1,810","1,489","1,645","1,717","1,831",6.28,6.15,8.99
374.,"MOAB, MICHAEL OLDIN AKTIEBOLAG",1011,2024,"28,828",39,28,29,25,23,39,37,37,"1,189",559,-164,-175,"1,109",489,-241,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
375.,ARDENNE VOLAILLE,1012,2023,"28,802",82,27,29,29,29,82,83,87,"2,098","-1,068",30,33,937,"-2,156","-1,054",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
376.,EFEF ELELMISZERIPARI ES KERESKEDELMI KORLATOLT FELELOSSEGU TARSASAG,1012,2024,"28,604",171,28,29,29,27,171,165,170,"2,504","3,485","1,542","1,645","1,784","2,815",874,Independent co,n.a.,n.a.,"1,052","1,093","1,754","1,938","2,563","2,734",3.82,5.98,9.48
377.,DOBR-MIES SP. Z O.O.,1011,2024,"28,031",40,27,28,27,13,40,41,38,"3,555","3,655","1,531","1,633","2,926","3,171","1,310",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
378.,HIGHBURY,1011,2025,"27,966",150,24,28,n.a.,n.a.,150,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Single location,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
379.,BABOLNA ELELMISZERIPARI KORLATOLT FELELOSSEGU TARSASAG,1012,2024,"27,898",39,27,28,25,22,39,43,51,"1,143","1,624","1,562","1,666",400,761,721,Independent co,n.a.,n.a.,987,"1,026","1,225","1,354",959,"1,023",3.68,4.82,4.29
380.,AVICOLA VENETA SOCIETA' COOPERATIVA AGRICOLA PER AZIONI,1012,2024,"27,877",143,27,28,28,28,143,140,150,782,709,225,240,360,419,49,Single location,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
381.,NAFPAKTOS POULTRY FARM S.A.,1012,2024,"27,855",130,27,28,24,25,130,130,130,885,220,314,335,447,-212,-111,GUO,n.a.,n.a.,0,0,0,0,0,0,0.00,0.00,0.00
382.,"SERRA E SILVA, LDA",1012,2024,"27,849",102,27,28,26,25,102,94,87,"3,571","2,725","3,040","3,242","3,125","2,308","2,727",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
383.,RAFAEL BARO SA,1011,2024,"27,811",79,27,28,26,20,79,75,76,"3,111","1,483",663,707,"2,905","1,240",222,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
384.,IREMS FOOD AB,1011,2025,"27,757",53,24,28,22,21,53,45,42,"1,275","1,692","1,276","1,402","1,118","1,631","1,217",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
385.,SPYROS OIKONOMOPOULOS KAI SIA OE,1011,2022,"27,707",32,26,28,25,23,32,32,32,"1,438","1,319","1,110","1,362","1,083",991,816,Independent co,n.a.,n.a.,"6,494","6,927","6,185","7,005","5,866","7,198",25.00,25.00,25.00
386.,COOKED MEAT CO. LIMITED,1011,2024,"27,651",60,25,28,n.a.,n.a.,60,53,47,"1,954",n.a.,n.a.,n.a.,"1,379",n.a.,n.a.,Independent co,n.a.,n.a.,53,58,n.a.,n.a.,n.a.,n.a.,0.21,n.a.,n.a.
387.,SLACHTHUIS VANLOMMEL,1011,2024,"27,528",57,26,28,24,22,57,61,66,"3,092","2,736","1,231","1,313","1,003",970,-100,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
388.,SALUMIFICIO M. BRUGNOLO S.R.L.,1011,2024,"27,513",85,26,28,28,25,85,80,68,635,"1,313","1,022","1,090",-150,583,361,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
389.,"KOTO PROIZVODNO IN TRGOVSKO PODJETJE, D.O.O., LJUBLJANA",1011,2024,"27,481",137,26,27,28,31,137,148,145,"1,557","2,858","6,642","7,084",-802,813,"4,727",Controlled subs.,n.a.,n.a.,"15,659","16,268","16,133","17,827","18,712","19,958",59.20,58.41,59.54
390.,FIRMA DROBIARSKA SP. Z O.O.,1012,2024,"27,275",79,26,27,30,35,79,74,77,809,"-1,176","1,927","2,055",-103,"-1,956","1,566",Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
391.,EXPORTSLACHTHUIS TIELT,1011,2024,"27,245",32,24,27,25,25,32,34,36,"2,305","1,765","2,408","2,347",722,469,"1,203",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
392.,VELJEKSET RONKA OY,1011,2024,"27,184",60,26,27,26,23,60,58,53,"2,719","2,854","2,315","2,469","1,912","2,013","1,804",Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
393.,THE FRESH CHICKEN COMPANY LIMITED,1012,2024,"27,143",34,25,27,20,20,34,43,41,"1,329",904,227,247,"1,136",725,77,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
394.,MRS. J. C. ALTHAM & SONS (MORECAMBE) LIMITED,1011,2024,"26,829",79,25,27,22,17,79,72,68,"1,310","1,901","1,288","1,401",968,"1,620","1,043",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
395.,DULO ALFA,1011,2024,"26,821",60,26,27,10,7,60,53,54,n.a.,n.a.,122,130,n.a.,n.a.,82,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
396.,PALCSO ZOLTAN KERESKEDELMI KORLATOLT FELELOSSEGU TARSASAG,1011,2024,"26,601",108,26,27,24,19,108,111,93,"6,742","4,763","4,850","5,173","5,784","4,080","4,403",Controlled subs.,n.a.,n.a.,"10,961","11,387","8,775","9,697","7,140","7,615",42.81,37.13,36.97
397.,QIBBLA HALAL KOETT AB,1011,2024,"26,557",42,24,27,25,23,42,44,45,"1,901",753,915,892,"1,813",673,731,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
398.,BONDY VIANDES SARL,1011,2024,"26,536",33,26,27,26,25,33,33,32,380,-165,437,466,64,-404,273,Controlled subs.,n.a.,n.a.,31,32,158,175,227,242,0.12,0.62,0.92
399.,HAPI IBERICA ALIMENTACION SL,1011,2024,"26,535",47,24,27,23,20,47,39,47,-227,372,244,238,-438,163,48,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
400.,"MATADOURO E CARNES LINDA ROSA, LDA",1011,2024,"26,519",54,26,27,23,23,54,56,60,"1,944","1,557","1,637","1,746","1,349","1,071","1,154",Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
401.,CELTICA FOODS LIMITED,1011,2024,"26,340",78,24,26,20,17,78,54,61,"1,596","1,662","1,755","1,740","1,204","1,356","1,455",Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
402.,READY CHEF LIMITED,1011,2023,"26,299",101,24,26,19,12,101,85,70,"-1,407",758,758,859,"-1,645",413,586,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
403.,PLUKON KATOWICE SP. Z O.O.,1012,2024,"26,201",107,25,26,n.a.,n.a.,107,n.a.,n.a.,"-2,231",n.a.,n.a.,n.a.,"-2,875",n.a.,n.a.,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
404.,BREZOVO,1012,2024,"26,135",111,25,26,27,25,111,108,106,961,644,458,488,730,415,255,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
405.,WAMA-BEEF,1011,2024,"26,123",40,25,26,19,n.a.,40,39,36,-529,665,932,994,"-1,309",-74,121,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
406.,DE BRANDT,1011,2024,"26,077",23,23,26,23,19,23,21,20,794,837,591,576,499,567,301,Single location,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
407.,LEMA FOOD COMPANY SP. Z O.O.,1011,2024,"26,052",116,25,26,27,13,116,113,98,"1,411","2,746","1,469","1,567","1,167","2,544","1,312",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
408.,FRIGORIFICOS DEL NORDESTE SA,1011,2024,"25,996",259,25,26,26,26,259,249,240,"2,341","2,257","1,959","2,090",383,469,243,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
409.,MORGANTE S.R.L.,1011,2024,"25,984",104,25,26,43,39,104,106,102,559,"2,106","2,667","2,844",-6,"1,550","1,993",Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
410.,FORMIGINESE CARNI S.R.L.,1011,2024,"25,944",23,25,26,28,22,23,23,22,439,313,214,228,300,187,100,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
411.,PRODUCTOS VALENT SA,1011,2024,"25,828",38,25,26,20,21,38,41,37,"2,667","3,671","2,858","3,049","2,311","3,304","2,560",Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
412.,LILI GRI COMP SRL,1011,2024,"25,726",129,25,26,22,22,129,132,129,293,215,222,236,69,64,76,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
413.,MEMI'S GROUP,1011,2025,"25,697",217,23,26,16,20,217,162,55,908,700,"1,884","2,012",714,581,"1,779",Single location,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
414.,BIMEX SP. Z O.O. SP.K.,1012,2024,"25,625",49,25,26,16,1,49,39,29,917,990,172,184,373,488,2,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
415.,BERTIKRIS SRL,1012,2024,"25,520",269,25,26,23,20,269,251,213,"2,798","2,550","1,712","1,826","2,448","2,259","1,515",GUO,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
416.,CASTLE MACLELLAN FOODS LIMITED,1011,2024,"25,455",114,25,25,23,19,114,108,113,"3,078","3,319","2,553","2,723","2,547","2,747","2,052",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,136,146,n.a.,n.a.,0.71
417.,AGRO-ARDEAL SRL,1011,2024,"25,447",169,24,25,26,24,169,181,181,"1,740","2,058","1,158","1,235","1,346","1,681",830,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
418.,DOVECOTE PARK,1011,2025,"25,345",96,22,25,n.a.,n.a.,96,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Single location,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
419.,MATADERO JOSE CALATAYUD E HIJOS SA,1012,2023,"25,330",92,23,25,22,18,92,72,69,986,800,640,724,187,11,-88,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
420.,HIGHLAND MEATS,1011,2025,"25,296",220,22,25,n.a.,n.a.,220,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Single location,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
421.,ZAKLAD PRZETWORSTWA MIESNEGO HANDEREK SP.J.,1011,2024,"25,260",140,24,25,26,22,140,146,172,563,531,453,483,356,299,202,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
422.,MACRO SUIN S.A.,1011,2024,"25,083",108,24,25,23,19,108,78,71,"2,129",-43,"1,882","2,008",975,-439,"1,412",Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
423.,CARNI VALLE BELBO SOCIETA' COOPERATIVA AGRICOLA,1011,2024,"25,073",24,24,25,22,11,24,27,26,351,344,564,601,98,105,381,Single location,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
424.,COMPAGNIA DELLE CARNI S.R.L.,1011,2024,"25,043",29,24,25,27,28,29,29,28,389,412,861,918,164,154,550,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
425.,SVAMAN SPOL. S R.O.,1011,2024,"25,043",78,24,25,22,18,78,77,80,547,436,990,"1,056",218,109,700,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
426.,SABIEDRIBA AR IEROBEZOTU ATBILDIBU CESU GALAS KOMBINATS,1011,2025,"25,019",88,21,25,16,16,88,88,83,618,396,573,623,618,396,573,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
427.,"STARMEAT DANIEL KATOWICZ, HENRYK IGNATOWICZ SP. Z O.O.",1012,2024,"24,994",103,24,25,15,12,103,93,71,"3,511","2,835",959,"1,087","2,395","2,303",398,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
428.,"CEZAR SP.J. HANDEL-PRODUKCJA-USLUGI W. ZGLECZ, U. WOJTKOWSKA I WSPOLNICY",1011,2024,"24,989",42,24,25,26,17,42,42,46,616,849,"1,006","1,073",542,784,961,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
429.,ANDREEAS 95 EXIM SRL,1011,2024,"24,936",281,24,25,22,22,281,277,259,"1,841","2,269","2,735","2,918","1,501","2,016","2,475",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
430.,KOOKABURRA LIMITED,1012,2024,"24,905",120,23,25,33,34,120,147,164,211,"1,476",676,670,-278,"1,002",231,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
431.,A-PIHVI KAUHAJOKI OY,1011,2024,"24,829",249,24,25,23,23,249,249,178,-128,-111,14,15,-128,-111,14,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
432.,FRESH & SAUCY FOODS,1011,2024,"24,737",37,23,25,n.a.,n.a.,37,33,28,"1,381","1,161",494,537,951,831,162,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
433.,AVILAND 2001. BAROMFIFELDOLGOZO KORLATOLT FELELOSSEGU TARSASAG,1012,2024,"24,599",217,24,25,22,7,217,183,191,"-1,677",818,"1,054","1,125","-1,677",593,864,Controlled subs.,n.a.,n.a.,"15,487","16,090","13,052","14,422","4,278","4,563",65.41,59.46,57.05
434.,LEONTZINI I. ANONYMI ETAIRIA KREATON,1011,2024,"24,557",120,24,25,23,19,120,120,120,"3,824","3,776","3,765","4,016","2,808","2,783","2,794",Single location,n.a.,n.a.,"1,182","1,228","1,137","1,257",961,"1,025",5.00,5.00,5.00
435.,ANDES S.R.L.,1011,2024,"24,546",404,24,25,18,16,404,313,299,"1,900","1,484","1,065","1,136","1,882","1,470","1,057",Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
436.,CHOPCHOP FOODS AB,1012,2024,"24,369",21,23,24,14,10,21,13,7,"3,592","1,061","1,831","1,953","3,383",554,"1,645",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
437.,SICA PYRENEENNE BETAIL ET VIANDE,1011,2024,"24,278",94,23,24,23,22,94,92,92,375,206,474,505,-50,-195,86,Single location,n.a.,n.a.,167,174,201,222,314,335,0.72,0.87,1.44
438.,PALMI-TOP KERESKEDELMI KFT.,1012,2024,"24,261",48,23,24,24,18,48,49,46,"4,035","3,221","3,257","3,474","4,035","3,221","3,257",Independent co,n.a.,n.a.,"22,236","23,101","22,594","24,966","16,773","17,891",95.22,92.34,94.18
439.,RZEZNIA MIESPOL SP. Z O.O. SP.K.,1011,2024,"24,257",44,23,24,29,20,44,43,43,562,486,390,416,251,167,46,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
440.,A-PEKONI NURMO OY,1011,2024,"24,236",306,23,24,25,27,306,319,245,-176,-146,10,11,-176,-146,10,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
441.,THE FINNEBROGUE BACON COMPANY LTD,1011,2024,"24,124",62,23,24,20,18,62,63,64,"1,930","1,461",484,514,"-3,946","-4,174","-5,003",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
442.,"POSTOJNSKE MESNINE, DRUZBA ZA PROIZVODNJO, PREDELAVO IN PRODAJO MESA, D.O.O.",1011,2024,"24,074",63,23,24,20,20,63,52,54,387,530,377,403,80,367,210,Controlled subs.,n.a.,n.a.,"1,543","1,603","1,013","1,119","1,008","1,076",6.66,5.02,5.10
443.,NIMROD PODJETJE ZA TRGOVINO IN STORITVE D.O.O.,1011,2024,"23,985",87,23,24,25,24,87,78,70,"1,359","1,439","2,992","3,191",672,821,"2,398",Independent co,n.a.,n.a.,"21,674","22,517","22,094","24,414","22,439","23,933",93.88,90.02,92.93
444.,PORC QUALITE ARDENNE,1011,2024,"23,900",52,23,24,23,22,52,50,51,840,567,177,189,295,43,-367,Single location,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
445.,"INCARPO - INDUSTRIA E COMERCIO DE CARNES, S.A.",1011,2024,"23,819",87,23,24,23,19,87,89,89,789,525,887,946,508,202,537,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
446.,PLUIMVEESLACHTERIJ C. VAN MIERT B.V.,1012,2022,"23,737",41,22,24,n.a.,n.a.,41,42,46,"6,040","3,749","-1,396","-1,713","5,610","3,384","-1,782",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
447.,"SEBOL - COMERCIO E INDUSTRIA DE SEBO, S.A.",1011,2024,"23,717",49,23,24,24,28,49,43,41,"1,685","5,691","10,134","10,809",803,"4,907","9,407",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
448.,INTEGRA NEW S.R.L.,1011,2024,"23,712",130,23,24,21,14,130,134,133,752,534,120,128,589,401,36,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
449.,SAM DOR DIVERS SRL,1011,2024,"23,665",42,23,24,20,18,42,38,42,"1,032",562,"1,224","1,306",624,521,640,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
450.,DALF - SOCIETA' A RESPONSABILITA' LIMITATA,1011,2024,"23,633",82,23,24,21,19,82,58,51,672,581,490,523,287,189,114,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
451.,SODIPORC,1011,2024,"23,595",76,22,24,22,19,76,n.a.,n.a.,801,531,611,606,257,31,134,Controlled subs.,n.a.,n.a.,0,0,0,0,0,0,0.00,0.00,0.00
452.,BEDANI S.P.A.,1011,2024,"23,560",32,23,24,25,27,32,31,27,365,609,"2,582","2,754",-509,407,"1,937",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
453.,CHICKEN & RABBIT SOCIETA' COOPERATIVA AGRICOLA,1012,2024,"23,299",64,22,23,21,22,64,59,55,751,666,547,584,77,83,28,Independent co,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
454.,MAZAFRA SL,1011,2024,"23,181",43,22,23,19,20,43,47,51,742,83,829,884,594,-62,694,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
455.,INDUSTRIA TRANSFORMADORA EXTREMENA DEL SUR SL,1011,2024,"23,078",26,22,23,19,20,26,28,25,"1,580","1,668","3,171","3,383","1,113","1,168","2,681",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
456.,SUS CAMPINIAE,1011,2024,"23,030",41,22,23,20,19,41,42,36,"3,261","3,286","2,970","3,168",728,889,619,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
457.,IQBAL POULTRY,1011,2025,"22,997",200,20,23,n.a.,n.a.,200,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Single location,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
458.,FOYLE FOOD GROUP,1011,2025,"22,997",200,20,23,n.a.,n.a.,200,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Single location,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
459.,J G PEARS,1011,2025,"22,997",200,20,23,n.a.,n.a.,200,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Single location,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
460.,CARNES FRESCAS SA,1011,2024,"22,959",38,22,23,21,19,38,37,34,"1,506","1,505","1,348","1,438","1,298","1,309","1,168",GUO,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
461.,ESSENTIA PROTEIN SOLUTIONS LIMITED,1011,2024,"22,939",47,22,23,24,18,47,45,45,"3,914","2,612","3,191","3,403","3,490","2,247","2,993",Controlled subs.,n.a.,n.a.,"2,600","2,701","2,641","2,918","2,273","2,425",11.77,11.06,12.45
462.,LOEVSTA KOETT AB,1011,2025,"22,891",20,20,23,20,21,20,25,22,-755,-125,-113,-123,-822,-196,-185,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
463.,CARNES OLIVA SL,1011,2024,"22,877",59,22,23,21,17,59,52,46,"2,588","2,459","2,752","2,936","2,387","2,268","2,599",Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
464.,AKE P FAAGEL & VILT AB,1011,2025,"22,828",25,19,23,17,18,25,28,31,863,411,527,573,759,300,434,Controlled subs.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
